SalesKey,DateKey,ProductKey,CustomerKey,RegionKey,UnitsSold,UnitPrice,DiscountPct,CostPerUnit,ReturnFlag,GrossRevenue,NetRevenue,TotalCost,Profit,RevenueLeakage
6793,20240730,P010,C00252,5,1,1320,30,1094.68,0,1320,924,1094.68,-170.68,0
6794,20241209,P006,C00416,3,12,488,20,337.9,1,5856,4684.8,4054.8,630,4684.8
6795,20250420,P010,C00228,4,9,1254,30,977.24,0,11286,7900.2,8795.16,-894.96,0
6796,20200820,P009,C00414,5,5,1511,5,1156.93,0,7555,7177.25,5784.65,1392.6,0
6797,20250317,P006,C00201,5,5,870,15,682.3,0,4350,3697.5,3411.5,286,0
6798,20200511,P011,C00448,4,1,1624,25,1175.83,1,1624,1218,1175.83,42.17,1218
6799,20210423,P003,C00398,3,11,1676,5,1139.4,0,18436,17514.2,12533.4,4980.8,0
6800,20250826,P003,C00302,1,9,672,20,424.3,0,6048,4838.4,3818.7,1019.7,0
6801,20201023,P004,C00555,4,2,1751,30,1264.68,0,3502,2451.4,2529.36,-77.96,0
6802,20240820,P006,C00313,5,10,1474,5,879.3,0,14740,14003,8793,5210,0
6803,20210718,P003,C00349,1,5,321,0,235.23,0,1605,1605,1176.15,428.85,0
6804,20200724,P003,C00218,3,1,744,20,435.47,0,744,595.2,435.47,159.73,0
6805,20231108,P007,C00048,1,5,254,25,192.73,0,1270,952.5,963.65,-11.15,0
6806,20250406,P003,C00304,3,10,470,30,248.45,1,4700,3290,2484.5,805.5,3290
6807,20251122,P006,C00580,5,6,468,25,342.5,0,2808,2106,2055,51,0
6808,20210809,P010,C00381,4,3,229,30,181.19,0,687,480.9,543.57,-62.67,0
6809,20211028,P009,C00195,4,6,259,25,175.7,1,1554,1165.5,1054.2,111.3,1165.5
6810,20220411,P011,C00173,5,11,884,10,653.81,0,9724,8751.6,7191.91,1559.69,0
6811,20221101,P001,C00380,1,1,1124,20,803.41,1,1124,899.2,803.41,95.79,899.2
6812,20210915,P003,C00446,2,10,1778,15,1231.49,0,17780,15113,12314.9,2798.1,0
6813,20250529,P007,C00226,5,9,210,30,163.24,0,1890,1323,1469.16,-146.16,0
6814,20220121,P001,C00451,1,3,933,15,498.72,0,2799,2379.15,1496.16,882.99,0
6815,20230405,P002,C00305,3,8,1629,20,1345.73,1,13032,10425.6,10765.84,-340.24,10425.6
6816,20211129,P009,C00081,2,9,1516,30,781.96,0,13644,9550.8,7037.64,2513.16,0
6817,20220629,P003,C00388,2,7,193,5,136.51,0,1351,1283.45,955.57,327.88,0
6818,20241111,P008,C00490,1,1,317,0,195.21,1,317,317,195.21,121.79,317
6819,20250721,P012,C00199,2,1,119,5,96.83,1,119,113.05,96.83,16.22,113.05
6820,20210727,P007,C00384,1,7,1287,0,980.92,0,9009,9009,6866.44,2142.56,0
6821,20200321,P004,C00073,3,7,953,15,794.23,0,6671,5670.35,5559.61,110.74,0
6822,20201030,P010,C00182,4,9,1101,30,862.29,0,9909,6936.3,7760.61,-824.31,0
6823,20250106,P008,C00207,1,12,488,15,336.99,0,5856,4977.6,4043.88,933.72,0
6824,20240126,P006,C00186,5,5,282,0,153.13,1,1410,1410,765.65,644.35,1410
6825,20230618,P001,C00457,3,9,154,30,126.55,0,1386,970.2,1138.95,-168.75,0
6826,20250422,P012,C00509,3,1,522,15,268.38,0,522,443.7,268.38,175.32,0
6827,20200611,P009,C00049,5,7,1658,20,1333.41,0,11606,9284.8,9333.87,-49.07,0
6828,20220707,P009,C00257,4,4,428,30,262.8,0,1712,1198.4,1051.2,147.2,0
6829,20201117,P006,C00191,4,10,792,20,545.43,0,7920,6336,5454.3,881.7,0
6830,20251209,P010,C00506,3,4,1175,30,810.15,1,4700,3290,3240.6,49.4,3290
6831,20200213,P004,C00147,4,6,1111,10,749.3,0,6666,5999.4,4495.8,1503.6,0
6832,20210805,P006,C00513,3,6,295,10,154.09,0,1770,1593,924.54,668.46,0
6833,20200120,P003,C00568,2,11,799,10,625.23,0,8789,7910.1,6877.53,1032.57,0
6834,20251212,P002,C00329,2,10,760,20,406.97,0,7600,6080,4069.7,2010.3,0
6835,20210317,P005,C00056,1,6,886,20,679.08,0,5316,4252.8,4074.48,178.32,0
6836,20220615,P003,C00458,5,9,621,10,458.97,1,5589,5030.1,4130.73,899.37,5030.1
6837,20220410,P011,C00431,5,11,1677,0,1287.45,1,18447,18447,14161.95,4285.05,18447
6838,20230513,P008,C00595,1,12,1202,20,685.16,0,14424,11539.2,8221.92,3317.28,0
6839,20251103,P001,C00376,4,7,1407,15,891.26,0,9849,8371.65,6238.82,2132.83,0
6840,20250108,P008,C00526,4,5,1227,30,1019.14,0,6135,4294.5,5095.7,-801.2,0
6841,20230409,P012,C00165,3,9,1295,0,706.71,0,11655,11655,6360.39,5294.61,0
6842,20240612,P010,C00349,4,12,128,30,86.17,0,1536,1075.2,1034.04,41.16,0
6843,20200529,P001,C00482,4,5,915,30,720.41,0,4575,3202.5,3602.05,-399.55,0
6844,20220402,P008,C00417,4,10,1363,15,743.94,1,13630,11585.5,7439.4,4146.1,11585.5
6845,20250925,P012,C00392,2,10,471,15,321.06,0,4710,4003.5,3210.6,792.9,0
6846,20230808,P008,C00543,2,12,410,25,257.94,1,4920,3690,3095.28,594.72,3690
6847,20241125,P005,C00126,2,11,1562,10,809.21,1,17182,15463.8,8901.31,6562.49,15463.8
6848,20200107,P007,C00037,1,11,963,20,611.75,0,10593,8474.4,6729.25,1745.15,0
6849,20251124,P007,C00092,5,12,203,20,121.89,0,2436,1948.8,1462.68,486.12,0
6850,20201029,P007,C00002,2,12,633,5,343.73,0,7596,7216.2,4124.76,3091.44,0
6851,20220104,P007,C00529,1,12,594,20,347.67,0,7128,5702.4,4172.04,1530.36,0
6852,20240430,P008,C00052,1,9,1546,10,1185.8,1,13914,12522.6,10672.2,1850.4,12522.6
6853,20231110,P010,C00463,1,8,1341,15,1110.88,0,10728,9118.8,8887.04,231.76,0
6854,20200528,P006,C00107,3,3,352,15,201.39,1,1056,897.6,604.17,293.43,897.6
6855,20250216,P011,C00111,5,9,1405,5,1046.32,0,12645,12012.75,9416.88,2595.87,0
6856,20210328,P010,C00153,1,11,1114,0,748.77,0,12254,12254,8236.47,4017.53,0
6857,20240826,P003,C00354,1,12,1013,25,546.94,1,12156,9117,6563.28,2553.72,9117
6858,20240613,P001,C00569,4,5,957,25,654.5,0,4785,3588.75,3272.5,316.25,0
6859,20250318,P008,C00273,2,2,1694,20,1253.44,0,3388,2710.4,2506.88,203.52,0
6860,20200908,P001,C00496,2,7,409,10,347.24,0,2863,2576.7,2430.68,146.02,0
6861,20200307,P006,C00435,1,3,170,0,138.08,0,510,510,414.24,95.76,0
6862,20200219,P003,C00467,2,5,1053,20,740.42,1,5265,4212,3702.1,509.9,4212
6863,20240910,P008,C00522,2,7,496,0,250.88,1,3472,3472,1756.16,1715.84,3472
6864,20200229,P005,C00525,4,7,1420,25,720.89,0,9940,7455,5046.23,2408.77,0
6865,20200223,P004,C00008,5,10,519,15,432.34,0,5190,4411.5,4323.4,88.1,0
6866,20221115,P005,C00093,3,5,1069,30,908.39,0,5345,3741.5,4541.95,-800.45,0
6867,20240509,P006,C00144,3,4,450,0,379.62,0,1800,1800,1518.48,281.52,0
6868,20241024,P002,C00356,5,1,1638,0,983.31,0,1638,1638,983.31,654.69,0
6869,20231119,P002,C00114,2,3,700,25,489.05,0,2100,1575,1467.15,107.85,0
6870,20230324,P004,C00031,2,4,792,30,461.55,0,3168,2217.6,1846.2,371.4,0
6871,20220915,P009,C00076,5,2,1125,30,847.41,1,2250,1575,1694.82,-119.82,1575
6872,20220528,P007,C00172,4,4,776,15,628.12,1,3104,2638.4,2512.48,125.92,2638.4
6873,20231113,P005,C00230,5,8,234,30,187.76,0,1872,1310.4,1502.08,-191.68,0
6874,20250301,P006,C00409,1,3,1143,15,914.07,0,3429,2914.65,2742.21,172.44,0
6875,20220828,P010,C00375,1,8,345,0,204.12,0,2760,2760,1632.96,1127.04,0
6876,20220109,P002,C00419,5,4,1452,0,996.68,0,5808,5808,3986.72,1821.28,0
6877,20230117,P005,C00390,5,6,195,20,160.11,0,1170,936,960.66,-24.66,0
6878,20210425,P007,C00095,4,9,1499,0,1184.39,0,13491,13491,10659.51,2831.49,0
6879,20220926,P005,C00478,4,6,200,5,110.56,0,1200,1140,663.36,476.64,0
6880,20210526,P012,C00108,3,12,1426,25,1119.92,0,17112,12834,13439.04,-605.04,0
6881,20251103,P005,C00480,3,2,349,15,284.26,0,698,593.3,568.52,24.78,0
6882,20231101,P009,C00248,3,3,432,10,315.78,0,1296,1166.4,947.34,219.06,0
6883,20200304,P010,C00412,2,7,242,0,182.97,1,1694,1694,1280.79,413.21,1694
6884,20200614,P003,C00452,2,3,535,30,441.02,1,1605,1123.5,1323.06,-199.56,1123.5
6885,20210225,P002,C00550,4,2,244,5,148.59,1,488,463.6,297.18,166.42,463.6
6886,20230606,P010,C00422,1,2,173,25,103.09,0,346,259.5,206.18,53.32,0
6887,20210517,P011,C00326,4,6,1501,20,1005.24,0,9006,7204.8,6031.44,1173.36,0
6888,20221016,P002,C00430,4,1,117,15,65.48,0,117,99.45,65.48,33.97,0
6889,20210506,P005,C00216,2,1,1688,0,1328.26,0,1688,1688,1328.26,359.74,0
6890,20201224,P008,C00176,5,1,762,25,391.53,0,762,571.5,391.53,179.97,0
6891,20250226,P011,C00284,5,2,503,30,325.13,1,1006,704.2,650.26,53.94,704.2
6892,20210502,P010,C00435,4,9,384,20,195.94,1,3456,2764.8,1763.46,1001.34,2764.8
6893,20220902,P012,C00037,5,7,254,15,213.25,0,1778,1511.3,1492.75,18.55,0
6894,20200815,P006,C00020,4,7,589,15,363.95,0,4123,3504.55,2547.65,956.9,0
6895,20231127,P011,C00311,1,1,788,15,428.33,0,788,669.8,428.33,241.47,0
6896,20200910,P002,C00536,3,5,1362,30,1006.87,1,6810,4767,5034.35,-267.35,4767
6897,20230711,P012,C00025,5,11,1093,20,639.74,0,12023,9618.4,7037.14,2581.26,0
6898,20211220,P007,C00465,4,12,1080,20,815.26,1,12960,10368,9783.12,584.88,10368
6899,20250122,P007,C00582,4,2,1377,30,693.96,0,2754,1927.8,1387.92,539.88,0
6900,20221127,P003,C00029,1,12,381,20,311.2,0,4572,3657.6,3734.4,-76.8,0
6901,20230909,P011,C00546,2,6,1786,20,917.36,0,10716,8572.8,5504.16,3068.64,0
6902,20240102,P005,C00488,2,8,1643,20,838.32,0,13144,10515.2,6706.56,3808.64,0
6903,20240214,P010,C00059,3,12,1767,20,1165.34,0,21204,16963.2,13984.08,2979.12,0
6904,20250311,P010,C00308,5,9,430,0,316.27,0,3870,3870,2846.43,1023.57,0
6905,20210625,P010,C00077,4,1,500,10,258.53,0,500,450,258.53,191.47,0
6906,20211126,P012,C00191,1,7,1007,10,776.84,0,7049,6344.1,5437.88,906.22,0
6907,20200725,P011,C00516,5,7,987,15,680.32,0,6909,5872.65,4762.24,1110.41,0
6908,20200504,P006,C00393,2,5,1311,30,863.46,0,6555,4588.5,4317.3,271.2,0
6909,20231002,P007,C00134,4,10,1737,15,1444.77,0,17370,14764.5,14447.7,316.8,0
6910,20240522,P010,C00092,2,8,615,5,492.74,0,4920,4674,3941.92,732.08,0
6911,20240412,P008,C00276,1,11,1126,0,834.84,0,12386,12386,9183.24,3202.76,0
6912,20230405,P009,C00390,4,1,1028,0,769.59,1,1028,1028,769.59,258.41,1028
6913,20201129,P004,C00491,4,7,1020,0,687.94,0,7140,7140,4815.58,2324.42,0
6914,20210625,P001,C00181,1,4,596,20,364.33,0,2384,1907.2,1457.32,449.88,0
6915,20200505,P008,C00441,1,6,354,30,222.93,0,2124,1486.8,1337.58,149.22,0
6916,20210620,P007,C00577,1,9,101,5,60.15,0,909,863.55,541.35,322.2,0
6917,20240718,P004,C00340,4,7,1239,30,702.29,0,8673,6071.1,4916.03,1155.07,0
6918,20240609,P011,C00189,5,3,723,15,403.84,0,2169,1843.65,1211.52,632.13,0
6919,20210811,P002,C00353,3,4,263,5,164.55,0,1052,999.4,658.2,341.2,0
6920,20221105,P010,C00199,4,3,1008,20,557.82,1,3024,2419.2,1673.46,745.74,2419.2
6921,20211229,P007,C00007,3,5,1793,5,1435.29,0,8965,8516.75,7176.45,1340.3,0
6922,20200523,P005,C00574,4,10,593,25,331.94,0,5930,4447.5,3319.4,1128.1,0
6923,20230806,P009,C00374,3,10,1161,20,832.92,0,11610,9288,8329.2,958.8,0
6924,20230501,P007,C00454,4,7,426,0,240.33,0,2982,2982,1682.31,1299.69,0
6925,20210625,P005,C00043,3,4,1159,20,809.13,1,4636,3708.8,3236.52,472.28,3708.8
6926,20250121,P008,C00465,3,8,724,5,498.76,0,5792,5502.4,3990.08,1512.32,0
6927,20240914,P009,C00160,5,8,612,5,375.84,0,4896,4651.2,3006.72,1644.48,0
6928,20250702,P002,C00349,3,11,764,15,587.43,1,8404,7143.4,6461.73,681.67,7143.4
6929,20231202,P006,C00364,4,8,1461,0,945.99,0,11688,11688,7567.92,4120.08,0
6930,20230314,P007,C00127,1,11,644,0,539.14,0,7084,7084,5930.54,1153.46,0
6931,20231016,P003,C00190,3,4,257,30,215.79,0,1028,719.6,863.16,-143.56,0
6932,20231101,P004,C00192,1,12,588,20,489.69,1,7056,5644.8,5876.28,-231.48,5644.8
6933,20230604,P002,C00550,1,7,864,15,682.63,0,6048,5140.8,4778.41,362.39,0
6934,20240526,P010,C00580,2,6,1216,30,789.67,0,7296,5107.2,4738.02,369.18,0
6935,20251114,P006,C00114,5,1,557,25,341.06,0,557,417.75,341.06,76.69,0
6936,20241101,P001,C00132,5,2,1258,25,927.81,1,2516,1887,1855.62,31.38,1887
6937,20200412,P003,C00183,1,6,1717,25,1032.41,0,10302,7726.5,6194.46,1532.04,0
6938,20251221,P012,C00585,1,4,1749,0,1044.23,1,6996,6996,4176.92,2819.08,6996
6939,20221020,P007,C00224,3,4,1523,30,797.66,0,6092,4264.4,3190.64,1073.76,0
6940,20211212,P011,C00222,2,12,1663,30,1253.11,0,19956,13969.2,15037.32,-1068.12,0
6941,20220327,P010,C00423,3,11,1778,10,1167.55,1,19558,17602.2,12843.05,4759.15,17602.2
6942,20250412,P010,C00094,1,9,168,25,110.91,1,1512,1134,998.19,135.81,1134
6943,20220720,P001,C00509,1,6,1438,0,790.47,0,8628,8628,4742.82,3885.18,0
6944,20210326,P012,C00446,3,7,1129,20,952.34,1,7903,6322.4,6666.38,-343.98,6322.4
6945,20230330,P001,C00131,2,5,1656,25,1358.48,0,8280,6210,6792.4,-582.4,0
6946,20200224,P005,C00283,5,4,216,20,119.05,0,864,691.2,476.2,215,0
6947,20210601,P008,C00553,4,7,480,25,381.46,0,3360,2520,2670.22,-150.22,0
6948,20220207,P001,C00556,1,10,1227,0,928.45,0,12270,12270,9284.5,2985.5,0
6949,20250603,P007,C00283,5,9,1568,20,1233.08,1,14112,11289.6,11097.72,191.88,11289.6
6950,20210125,P005,C00261,1,11,1614,0,1026.52,0,17754,17754,11291.72,6462.28,0
6951,20230125,P010,C00187,5,5,568,5,404.26,1,2840,2698,2021.3,676.7,2698
6952,20210123,P003,C00436,3,6,635,5,400.03,0,3810,3619.5,2400.18,1219.32,0
6953,20241124,P006,C00589,4,9,781,15,582.64,0,7029,5974.65,5243.76,730.89,0
6954,20201214,P010,C00319,3,3,413,30,330.55,1,1239,867.3,991.65,-124.35,867.3
6955,20251229,P001,C00142,5,9,1469,20,1094.55,0,13221,10576.8,9850.95,725.85,0
6956,20221014,P002,C00550,5,4,262,5,159.55,0,1048,995.6,638.2,357.4,0
6957,20211001,P003,C00215,3,1,1378,5,923.88,0,1378,1309.1,923.88,385.22,0
6958,20240928,P008,C00311,5,10,1440,15,1107.08,1,14400,12240,11070.8,1169.2,12240
6959,20220306,P009,C00313,2,10,1214,25,848.5,0,12140,9105,8485,620,0
6960,20250311,P009,C00584,5,11,914,15,704.86,1,10054,8545.9,7753.46,792.44,8545.9
6961,20210207,P012,C00472,4,5,223,15,114.86,0,1115,947.75,574.3,373.45,0
6962,20240324,P001,C00152,1,10,1475,5,1188.56,0,14750,14012.5,11885.6,2126.9,0
6963,20200727,P007,C00401,4,5,122,15,99.58,1,610,518.5,497.9,20.6,518.5
6964,20220426,P003,C00551,4,6,775,15,624.42,0,4650,3952.5,3746.52,205.98,0
6965,20231006,P006,C00335,4,3,129,10,105.03,0,387,348.3,315.09,33.21,0
6966,20241212,P008,C00523,5,10,861,0,505.57,0,8610,8610,5055.7,3554.3,0
6967,20241216,P001,C00070,2,6,660,0,554.67,0,3960,3960,3328.02,631.98,0
6968,20250129,P001,C00442,4,6,590,15,485.4,0,3540,3009,2912.4,96.6,0
6969,20250325,P007,C00100,5,8,1361,5,1135.88,0,10888,10343.6,9087.04,1256.56,0
6970,20240809,P010,C00106,5,9,366,20,262.16,0,3294,2635.2,2359.44,275.76,0
6971,20231121,P003,C00032,5,4,1170,30,646.46,0,4680,3276,2585.84,690.16,0
6972,20230630,P002,C00243,5,11,331,25,266.24,0,3641,2730.75,2928.64,-197.89,0
6973,20230127,P005,C00111,4,12,627,15,433.97,0,7524,6395.4,5207.64,1187.76,0
6974,20240417,P001,C00026,2,8,1259,25,705.17,0,10072,7554,5641.36,1912.64,0
6975,20250517,P002,C00396,1,9,1345,10,1002.4,1,12105,10894.5,9021.6,1872.9,10894.5
6976,20211231,P002,C00509,4,11,159,20,101.29,0,1749,1399.2,1114.19,285.01,0
6977,20250503,P008,C00186,3,9,1263,30,987,0,11367,7956.9,8883,-926.1,0
6978,20200507,P002,C00231,5,8,978,10,800.01,0,7824,7041.6,6400.08,641.52,0
6979,20220406,P003,C00193,1,9,410,30,228.25,0,3690,2583,2054.25,528.75,0
6980,20240105,P009,C00159,1,1,635,30,373.37,0,635,444.5,373.37,71.13,0
6981,20201022,P004,C00124,3,2,1319,30,1057.41,0,2638,1846.6,2114.82,-268.22,0
6982,20200720,P009,C00002,4,5,505,0,371.41,0,2525,2525,1857.05,667.95,0
6983,20200815,P003,C00125,1,8,1445,25,1059.44,0,11560,8670,8475.52,194.48,0
6984,20201231,P002,C00560,5,3,954,0,546.04,0,2862,2862,1638.12,1223.88,0
6985,20251105,P008,C00004,3,1,1157,10,725.01,0,1157,1041.3,725.01,316.29,0
6986,20200429,P006,C00164,3,1,658,30,345.75,0,658,460.6,345.75,114.85,0
6987,20250112,P006,C00168,5,3,1224,25,754.29,0,3672,2754,2262.87,491.13,0
6988,20200606,P006,C00151,1,8,201,15,139.14,0,1608,1366.8,1113.12,253.68,0
6989,20210912,P009,C00168,2,12,295,15,241.19,0,3540,3009,2894.28,114.72,0
6990,20251015,P004,C00140,3,2,1181,25,663.55,1,2362,1771.5,1327.1,444.4,1771.5
6991,20231106,P004,C00569,2,3,1686,10,1027.54,0,5058,4552.2,3082.62,1469.58,0
6992,20220928,P006,C00225,2,4,678,0,364.74,0,2712,2712,1458.96,1253.04,0
6993,20250502,P006,C00121,3,6,379,20,308,1,2274,1819.2,1848,-28.8,1819.2
6994,20230506,P011,C00290,2,2,274,5,151.38,0,548,520.6,302.76,217.84,0
6995,20250924,P004,C00556,4,2,499,30,395.14,0,998,698.6,790.28,-91.68,0
6996,20210415,P010,C00297,4,11,621,0,346.58,0,6831,6831,3812.38,3018.62,0
6997,20210531,P002,C00199,1,3,1474,25,1249.67,0,4422,3316.5,3749.01,-432.51,0
6998,20221127,P010,C00497,3,1,281,25,230.09,0,281,210.75,230.09,-19.34,0
6999,20241219,P010,C00339,1,10,564,0,394.14,0,5640,5640,3941.4,1698.6,0
7000,20250517,P006,C00535,1,7,851,20,429.8,0,5957,4765.6,3008.6,1757,0
7001,20240407,P008,C00014,5,10,545,30,275.12,1,5450,3815,2751.2,1063.8,3815
7002,20221218,P008,C00585,4,8,608,5,316.64,0,4864,4620.8,2533.12,2087.68,0
7003,20220207,P009,C00593,3,8,1370,10,811.24,0,10960,9864,6489.92,3374.08,0
7004,20240830,P002,C00111,1,3,1345,5,1099.43,0,4035,3833.25,3298.29,534.96,0
7005,20241124,P006,C00325,5,1,1074,30,626.59,0,1074,751.8,626.59,125.21,0
7006,20240305,P004,C00167,5,12,130,5,72.13,0,1560,1482,865.56,616.44,0
7007,20240713,P004,C00182,3,9,1750,10,1195.8,0,15750,14175,10762.2,3412.8,0
7008,20211226,P012,C00301,3,9,1008,15,538,0,9072,7711.2,4842,2869.2,0
7009,20220517,P004,C00200,2,5,518,10,405.46,0,2590,2331,2027.3,303.7,0
7010,20230105,P012,C00154,3,7,368,20,303.37,0,2576,2060.8,2123.59,-62.79,0
7011,20250706,P007,C00010,1,3,1339,25,716.56,0,4017,3012.75,2149.68,863.07,0
7012,20210830,P008,C00596,3,10,1632,0,1224.81,0,16320,16320,12248.1,4071.9,0
7013,20210715,P011,C00238,5,9,1525,25,1283.17,0,13725,10293.75,11548.53,-1254.78,0
7014,20231209,P009,C00568,2,10,555,5,315.94,0,5550,5272.5,3159.4,2113.1,0
7015,20211128,P007,C00241,1,10,1385,20,909.04,0,13850,11080,9090.4,1989.6,0
7016,20200615,P005,C00203,3,7,1674,10,1181.4,0,11718,10546.2,8269.8,2276.4,0
7017,20241126,P003,C00510,2,9,569,30,362.19,1,5121,3584.7,3259.71,324.99,3584.7
7018,20200217,P006,C00026,3,10,1171,5,650.88,0,11710,11124.5,6508.8,4615.7,0
7019,20200402,P001,C00445,3,10,505,15,283.57,0,5050,4292.5,2835.7,1456.8,0
7020,20240818,P003,C00391,5,11,1582,10,963.34,0,17402,15661.8,10596.74,5065.06,0
7021,20230224,P008,C00342,1,2,1231,25,978.46,1,2462,1846.5,1956.92,-110.42,1846.5
7022,20241101,P002,C00160,2,1,1681,0,908.7,1,1681,1681,908.7,772.3,1681
7023,20251113,P009,C00042,2,5,1068,5,654.43,0,5340,5073,3272.15,1800.85,0
7024,20250912,P011,C00463,5,12,547,0,355.24,1,6564,6564,4262.88,2301.12,6564
7025,20250623,P008,C00282,1,2,447,20,318.51,1,894,715.2,637.02,78.18,715.2
7026,20230117,P003,C00299,5,2,1469,30,1122.98,0,2938,2056.6,2245.96,-189.36,0
7027,20240623,P005,C00186,5,12,1715,30,986.31,0,20580,14406,11835.72,2570.28,0
7028,20250324,P008,C00371,1,3,275,30,138.34,0,825,577.5,415.02,162.48,0
7029,20220516,P004,C00293,2,2,1654,0,1094.12,0,3308,3308,2188.24,1119.76,0
7030,20200624,P004,C00232,3,7,427,5,288.55,0,2989,2839.55,2019.85,819.7,0
7031,20250925,P007,C00557,5,11,347,0,211.77,0,3817,3817,2329.47,1487.53,0
7032,20240619,P005,C00292,1,10,118,25,78.95,0,1180,885,789.5,95.5,0
7033,20210622,P010,C00301,3,10,726,5,467.75,0,7260,6897,4677.5,2219.5,0
7034,20220101,P005,C00459,2,1,1676,25,936.59,0,1676,1257,936.59,320.41,0
7035,20221128,P004,C00044,2,2,725,0,613.2,0,1450,1450,1226.4,223.6,0
7036,20240830,P007,C00039,2,1,474,15,389.1,1,474,402.9,389.1,13.8,402.9
7037,20211021,P006,C00555,3,12,1347,30,865.2,0,16164,11314.8,10382.4,932.4,0
7038,20251217,P001,C00427,3,5,1319,0,939.92,0,6595,6595,4699.6,1895.4,0
7039,20220814,P005,C00315,5,12,1425,20,1111.07,0,17100,13680,13332.84,347.16,0
7040,20200310,P002,C00212,5,6,387,30,194.23,0,2322,1625.4,1165.38,460.02,0
7041,20221010,P003,C00250,3,3,1712,25,1205.55,0,5136,3852,3616.65,235.35,0
7042,20230103,P004,C00087,5,7,1755,10,1302.53,0,12285,11056.5,9117.71,1938.79,0
7043,20231005,P009,C00249,1,2,379,10,210.69,0,758,682.2,421.38,260.82,0
7044,20250417,P001,C00249,5,9,1159,0,812.08,0,10431,10431,7308.72,3122.28,0
7045,20241010,P005,C00015,1,6,628,10,442.06,0,3768,3391.2,2652.36,738.84,0
7046,20250401,P001,C00445,5,6,292,5,230.32,0,1752,1664.4,1381.92,282.48,0
7047,20230413,P009,C00359,2,3,647,5,423.58,0,1941,1843.95,1270.74,573.21,0
7048,20230606,P002,C00006,2,11,684,30,552.2,0,7524,5266.8,6074.2,-807.4,0
7049,20230508,P007,C00101,3,5,614,25,484.44,1,3070,2302.5,2422.2,-119.7,2302.5
7050,20211216,P002,C00486,3,1,358,15,188.62,1,358,304.3,188.62,115.68,304.3
7051,20250213,P002,C00345,2,4,417,5,348.95,0,1668,1584.6,1395.8,188.8,0
7052,20210320,P007,C00036,2,1,380,30,212.44,0,380,266,212.44,53.56,0
7053,20231117,P004,C00239,5,12,679,10,480.53,0,8148,7333.2,5766.36,1566.84,0
7054,20211210,P005,C00382,2,11,391,15,286.53,1,4301,3655.85,3151.83,504.02,3655.85
7055,20250404,P003,C00096,3,5,1006,10,595.93,0,5030,4527,2979.65,1547.35,0
7056,20231101,P009,C00155,4,4,119,5,70.83,0,476,452.2,283.32,168.88,0
7057,20210913,P009,C00107,3,8,751,10,512.9,0,6008,5407.2,4103.2,1304,0
7058,20200812,P007,C00482,5,7,840,15,680.55,1,5880,4998,4763.85,234.15,4998
7059,20210305,P001,C00013,2,10,1658,15,1115.76,0,16580,14093,11157.6,2935.4,0
7060,20220531,P010,C00501,1,11,1401,20,796.56,1,15411,12328.8,8762.16,3566.64,12328.8
7061,20220809,P009,C00261,4,4,347,0,264.01,0,1388,1388,1056.04,331.96,0
7062,20230609,P001,C00108,3,9,1451,25,1089.48,0,13059,9794.25,9805.32,-11.07,0
7063,20200418,P008,C00426,3,8,1687,25,1238.95,0,13496,10122,9911.6,210.4,0
7064,20220303,P001,C00453,5,6,1018,5,828.22,0,6108,5802.6,4969.32,833.28,0
7065,20230210,P003,C00559,3,7,873,0,636.97,0,6111,6111,4458.79,1652.21,0
7066,20220916,P003,C00016,1,5,1689,5,1165.62,1,8445,8022.75,5828.1,2194.65,8022.75
7067,20200808,P007,C00567,4,9,846,20,661.78,0,7614,6091.2,5956.02,135.18,0
7068,20210925,P005,C00486,1,5,1003,5,529.69,1,5015,4764.25,2648.45,2115.8,4764.25
7069,20230619,P003,C00229,5,8,1464,25,804.6,0,11712,8784,6436.8,2347.2,0
7070,20201005,P009,C00486,3,11,927,30,729.14,0,10197,7137.9,8020.54,-882.64,0
7071,20241228,P010,C00395,2,2,861,10,452.59,0,1722,1549.8,905.18,644.62,0
7072,20201114,P008,C00524,1,9,129,25,64.97,0,1161,870.75,584.73,286.02,0
7073,20230606,P002,C00123,2,12,1127,5,655.55,0,13524,12847.8,7866.6,4981.2,0
7074,20231018,P007,C00463,5,8,656,15,355.99,0,5248,4460.8,2847.92,1612.88,0
7075,20251112,P004,C00342,5,4,569,30,479.29,0,2276,1593.2,1917.16,-323.96,0
7076,20240222,P002,C00085,3,5,1332,10,916.68,0,6660,5994,4583.4,1410.6,0
7077,20231010,P002,C00077,2,3,1649,10,1362.43,1,4947,4452.3,4087.29,365.01,4452.3
7078,20210302,P011,C00539,4,10,1758,10,1014.71,1,17580,15822,10147.1,5674.9,15822
7079,20210822,P001,C00238,3,9,1671,25,1027.16,0,15039,11279.25,9244.44,2034.81,0
7080,20230715,P006,C00177,3,9,1484,25,742.01,1,13356,10017,6678.09,3338.91,10017
7081,20200415,P010,C00403,3,9,1348,10,741.32,0,12132,10918.8,6671.88,4246.92,0
7082,20240625,P004,C00252,1,7,654,30,358.86,0,4578,3204.6,2512.02,692.58,0
7083,20230128,P007,C00512,4,5,941,30,488.76,0,4705,3293.5,2443.8,849.7,0
7084,20210204,P010,C00578,2,10,168,25,106.54,0,1680,1260,1065.4,194.6,0
7085,20240809,P009,C00083,3,1,594,0,394.58,0,594,594,394.58,199.42,0
